3005,46240377,secondary,162,261,-73.9419969,40.7845766,-73.9440281,40.7830342
3012,46334565,secondary,589,433,-73.915183,40.869551,-73.9158491,40.8698643
3013,46334583,secondary,405,507,-73.98021,40.780561,-73.9812259,40.7809783
3016,46334584,secondary,590,231,-73.9773621,40.7844628,-73.9745419,40.7832429
3019,46334586,secondary,390,593,-73.978728,40.772417,-73.9815725,40.7736018
3022,46334586,secondary,593,556,-73.9815725,40.7736018,-73.9821224,40.7738325
3023,46334586,secondary,556,594,-73.9821224,40.7738325,-73.9823238,40.7739217
3024,46334588,secondary,595,4,-73.9877347,40.7753835,-73.9848805,40.7741585
3025,46334593,secondary,201,199,-73.9930713,40.7578275,-73.9943941,40.7583702
3026,46334594,secondary,442,586,-73.9677091,40.7628723,-73.9692158,40.7634881
3027,46334594,secondary,586,529,-73.9692158,40.7634881,-73.9694382,40.7635824
3029,46334594,secondary,529,440,-73.9694382,40.7635824,-73.9709542,40.7642198
3030,46334595,secondary,356,353,-73.974927,40.7460675,-73.974306,40.745798
3035,46334602,secondary,370,450,-74.0048213,40.7416415,-74.007705,40.742834
3041,46334605,primary,250,403,-73.991777,40.7098319,-73.98512,40.7106758
3048,46334662,secondary,164,149,-73.9925837,40.714389,-73.9928197,40.7143726
3056,46334665,secondary,230,85,-73.9717336,40.7820374,-73.9693488,40.7853033
3071,46334665,secondary,85,8,-73.9693488,40.7853033,-73.9647071,40.7916741
3074,46348767,primary,545,54,-73.998196,40.721063,-73.999853,40.721792
3084,46348783,secondary,424,165,-73.9829891,40.7148556,-73.9832326,40.714637
3090,46420287,secondary,211,46,-73.9628976,40.7608163,-73.9624232,40.7614413
3099,46431818,secondary,103,445,-74.006932,40.7488769,-74.0065691,40.7495415
3104,46431821,secondary,20,471,-74.0081809,40.7421216,-74.0099059,40.7388125
3106,46432187,primary,493,213,-74.0066114,40.7544696,-74.003806,40.7532728
3108,46435596,secondary,392,584,-73.9940688,40.7615516,-73.9969249,40.7627499
3112,46435596,secondary,584,467,-73.9969249,40.7627499,-73.9989689,40.7636177
3113,46435602,secondary,596,597,-73.9987139,40.7643295,-73.998495,40.7642389
3115,46435602,secondary,597,254,-73.998495,40.7642389,-73.9964573,40.7633783
3118,46443582,primary,599,438,-73.991402,40.7703191,-73.9942173,40.7715086
3130,46443656,secondary,109,25,-73.9808828,40.7592744,-73.9837062,40.7604633
3137,46443656,secondary,25,269,-73.9837062,40.7604633,-73.9865661,40.7616677
3144,46443656,secondary,269,258,-73.9865661,40.7616677,-73.9894017,40.7628617
3145,46443656,secondary,258,579,-73.9894017,40.7628617,-73.9922415,40.7640575
3147,46443656,secondary,579,601,-73.9922415,40.7640575,-73.9950835,40.7652542
3152,46443656,secondary,601,268,-73.9950835,40.7652542,-73.9971436,40.7661216
3153,46443656,secondary,268,603,-73.9971436,40.7661216,-73.9973475,40.7662075
3154,46443684,secondary,386,605,-73.9968838,40.7668263,-73.9966648,40.7667398
3159,46469720,secondary,297,606,-73.9766965,40.7476147,-73.9783444,40.7482941
3185,46481095,secondary,333,213,-74.0019962,40.7557886,-74.003806,40.7532728
3193,46481739,secondary,336,489,-73.9977608,40.7564882,-74.0006278,40.7576858
3194,46481744,primary,489,607,-74.0006278,40.7576858,-74.0010659,40.7570801
3197,46481744,primary,607,333,-74.0010659,40.7570801,-74.0019962,40.7557886
3199,46481747,secondary,133,419,-73.9966605,40.7552114,-73.9953767,40.754675
3202,46481747,secondary,419,298,-73.9953767,40.754675,-73.9925251,40.7534779
3204,46481747,secondary,298,602,-73.9925251,40.7534779,-73.9896878,40.7522886
3208,46481747,secondary,602,475,-73.9896878,40.7522886,-73.9868238,40.751088
3212,46481754,primary,333,110,-74.0019962,40.7557886,-74.0047915,40.756966
3214,46481755,primary,191,333,-73.9991481,40.7545856,-74.0019962,40.7557886
3218,46482602,secondary,254,559,-73.9964573,40.7633783,-73.9936069,40.762185
3219,46482602,secondary,559,550,-73.9936069,40.762185,-73.9907674,40.7609858
3223,46482602,secondary,550,332,-73.9907674,40.7609858,-73.9879285,40.7597869
3231,46482602,secondary,332,130,-73.9879285,40.7597869,-73.9850867,40.7585867
3241,46490540,primary,450,608,-74.007705,40.742834,-74.004168,40.74769
3283,46492638,primary,612,199,-73.9948152,40.7576611,-73.9943941,40.7583702
3292,46518731,primary,476,238,-73.9694314,40.7493242,-73.9684141,40.7507547
3295,46518731,primary,238,553,-73.9684141,40.7507547,-73.9679757,40.7513711
3297,46518731,primary,553,158,-73.9679757,40.7513711,-73.9678549,40.7515409
3298,46518732,primary,444,613,-73.9705659,40.7478416,-73.9703418,40.7480485
3307,46518734,primary,158,255,-73.9678549,40.7515409,-73.966596,40.7532554
3323,46521993,secondary,614,266,-73.978601,40.762396,-73.975373,40.76104
3324,46521994,secondary,615,617,-73.9689143,40.7583238,-73.966702,40.757381
3327,46521995,secondary,55,442,-73.9661163,40.7621859,-73.9677091,40.7628723
3329,46521998,secondary,618,619,-73.9693722,40.7576937,-73.9709918,40.7583747
3333,46522000,secondary,620,77,-73.9822537,40.7573902,-73.979024,40.756032
3334,46522001,secondary,621,623,-73.9725589,40.7533087,-73.970341,40.752379
3338,46522001,secondary,623,553,-73.970341,40.752379,-73.9679757,40.7513711
3342,46522002,secondary,625,554,-73.9711944,40.7551864,-73.97282,40.75587
3345,46522003,secondary,563,626,-73.9707356,40.7558176,-73.96852,40.754877
3351,46522006,secondary,475,393,-73.9868238,40.751088,-73.983621,40.749724
3352,46522007,secondary,547,604,-73.9730143,40.752682,-73.974648,40.753367
3354,46522008,secondary,115,291,-73.9827118,40.7567712,-73.9855335,40.7579634
3357,46522008,secondary,291,338,-73.9855335,40.7579634,-73.9883858,40.7591595
3359,46522008,secondary,338,627,-73.9883858,40.7591595,-73.9912267,40.7603553
3360,46522008,secondary,627,392,-73.9912267,40.7603553,-73.9940688,40.7615516
3365,46525058,secondary,584,373,-73.9969249,40.7627499,-73.9983286,40.7608279
3368,46538371,secondary,628,630,-73.9818975,40.7629646,-73.9847413,40.7641596
3370,46538371,secondary,630,253,-73.9847413,40.7641596,-73.9875746,40.7653667
3372,46538371,secondary,253,631,-73.9875746,40.7653667,-73.9904253,40.766548
3375,46538371,secondary,631,633,-73.9904253,40.766548,-73.9932635,40.7677405
3410,46563061,secondary,60,127,-73.9678102,40.802787,-73.9685615,40.8016434
3439,46563166,secondary,218,600,-73.9759847,40.7955204,-73.974839,40.7961566
3501,46568326,secondary,159,557,-73.9612132,40.8168177,-73.9519791,40.8270794
3521,46577947,secondary,634,447,-73.9439155,40.8352891,-73.9441039,40.8353715
3523,46577948,secondary,119,527,-73.9472602,40.8379956,-73.947148,40.8377677
3525,46577949,secondary,527,215,-73.947148,40.8377677,-73.9469759,40.8382107
3527,46577951,secondary,635,119,-73.9490635,40.8344377,-73.9472602,40.8379956
